Gene	interactors
COMMD1	AKT1, ARAP2, ATP7B, BIRC3, C16orf62, CCDC93, CDKN2A, CFTR, CLU, COMMD10, COMMD2, COMMD3, COMMD4, COMMD5, COMMD6, COMMD7, COMMD8, COMMD9, CUL1, CUL2, CUL3, CUL4A, CUL5, CUL7, DSCR3, E2F6, EP300, FAM107A, FAM45A, HIF1A, HSPA4, KAT2A, KIF2B, MORN4, NFKB1, NFKB2, NFKBIA, NMRAL1, PARK2, REL, RELA, RELB, SCNN1B, SCNN1D, SCNN1G, SGK1, SLC12A2, SOCS1, SOD1, TCEB1, TFDP1, TRIM16L, TRPM2, UBC, VPS29, VPS33B
COMMD10	C11orf73, C16orf62, CCDC93, COMMD1, COMMD2, COMMD3, COMMD4, COMMD5, COMMD6, COMMD7, COMMD8, COMMD9, DSCR3, FAM45A, NFKB1, NFKB2, RELA, RELB, TP53RK, TPRKB, TRIM13, VPS29
COMMD2	ARHGAP17, C16orf62, CCDC151, CCDC93, COMMD1, COMMD10, COMMD3, COMMD4, COMMD5, COMMD6, COMMD7, COMMD8, COMMD9, FAM45A, KIF2B, MCMBP, NFKB1, NFKB2, RELA, RELB, SPACA1, TIPRL, TRIM16L, VPS29
COMMD3	C16orf62, CCDC151, CCDC93, CD33, COMMD1, COMMD10, COMMD2, COMMD4, COMMD5, COMMD6, COMMD7, COMMD8, COMMD9, DSCR3, FAM45A, KIF2B, NFKB1, RELB, SH3GLB1, TRIM16L, VPS29
COMMD3-BMI1	BAP1, CBX7, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4G, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST4H4, PHC1, PHC2, PHC3, RNF2
COMMD4	ARHGAP17, ARHGDIA, ATP6V1D, C16orf62, CCDC151, CCDC93, CDK19, COMMD1, COMMD10, COMMD2, COMMD3, COMMD5, COMMD6, COMMD7, COMMD8, COMMD9, DDX6, DSCR3, E2F6, FAM45A, MCMBP, NFKB1, NPEPL1, PFDN4, PFKM, PFKP, RAD23B, RELA, RELB, SULT1A1, TFDP1, TIPRL, TRIM25, UCHL5, VPS29
COMMD5	CCDC93, COMMD1, COMMD10, COMMD2, COMMD3, COMMD4, COMMD6, COMMD8, COMMD9, FAM45A, NFKB1, RELA, RELB, VPS29
COMMD6	C16orf62, CCDC93, COMMD1, COMMD10, COMMD2, COMMD3, COMMD4, COMMD5, COMMD7, COMMD8, COMMD9, DSCR3, E2F6, FAM45A, HSPA6, KIF2B, NFKB1, RELA, TFDP1, VPS29, VPS33B, ZFP36
COMMD7	CCDC93, CHUK, COMMD1, COMMD10, COMMD2, COMMD3, COMMD4, COMMD6, COMMD8, COMMD9, FAM45A, IKBKB, NFKB1, RELA, VPS29
COMMD8	ATP6V1D, C16orf62, CCDC151, CCDC93, COG1, COG2, COG3, COG4, COG5, COG6, COG7, COG8, COMMD1, COMMD10, COMMD2, COMMD3, COMMD4, COMMD5, COMMD6, COMMD7, COMMD9, CUL1, CUL3, DSCR3, E2F6, FAM45A, KIF2B, NFKB1, QSER1, RELA, RELB, TFDP1, UIMC1, VPS29, ZNF474
COMMD9	AKR7A3, CCDC93, COMMD1, COMMD10, COMMD2, COMMD3, COMMD4, COMMD5, COMMD6, COMMD7, COMMD8, DCDC2, FAM45A, NFKB1, RELB, VPS29, XPO7
COMP	ADAMTS12, ADAMTS7, ATOX1, COL2A1, COL9A1, FN1, MATN3, OTX1
COMT	ACE, CDC27, COQ9, COX6B1, DCAKD, ESYT1, FGF2, HIGD1A, PPA2, RAB14, RAB2A, RDH11, RIN1, S1PR3, SLC25A25, TMX1, TRIP13, XRN2
COMTD1	COQ9, COX6B1, CSNK2A1, CSNK2A2, DARS, DHX8, FRA10AC1, HRH1, IARS, IFRD1, INIP, PDCD4, PUF60, RBM17, RBM39, SF3A2, THOC1, U2AF2, UPF2, USP28, WDR77, WDR83
COPA	ARCN1, ARFGAP1, BET1L, BRAF, CCDC97, CD8A, CDC5L, COPB1, COPB2, COPE, COPG1, COPG2, COPZ1, DDX20, EDEM3, GCN1L1, GEMIN2, HERC2, KHDRBS1, MAL, NAPB, PDGFRB, SACM1L, SAP130, SEC23A, SEC24C, SEPT9, SF3B1, SF3B3, SPG20, SRSF3, STX8, TCP1, TMED10, TMED2, TMED9, TRIP10, WBP1, WBP2
COPB1	ACACA, ADAM19, ARCN1, ARF1, ATAD3A, BCAR1, BCR, CAD, CANX, CDC5L, COPA, COPB2, COPE, COPG1, COPG2, COPZ1, DDHD2, DIAPH1, DRD3, EDEM3, FMNL1, GBF1, HLA-A, HLA-G, HSD17B12, IPO9, KCNK3, KCNK9, KDELR1, KLC1, KPNA3, KPNA4, PC, PDGFRB, PRKCE, PSMD2, RANBP6, RANBP9, RGS2, RGS4, RHOQ, RPN1, SACM1L, SF3B1, SF3B2, SPTBN1, SUN2, TAP1, TAPBP, TLE3, TMED10, TMED9, UBC, UQCRC2, WBP2
COPB2	ARCN1, ATP5D, CDC5L, CLK2, COPA, COPB1, COPE, COPG1, COPG2, COPZ1, CUL3, EDEM3, HERC2, KCNJ10, KDM1A, KLC4, MYO6, NBAS, PRKCE, RGS2, RGS4, RINT1, RUFY1, SACM1L, TELO2, TMED10, TMED9, TRIP10, TTI1, TUBB, UVRAG, WBP2, ZW10
COPE	ARCN1, ARF1, CDC42EP3, COPA, COPB1, COPB2, COPG1, COPG2, DTNBP1, MCFD2, MCM5, OSBPL9, PSMD12, RABGAP1, RCHY1, SACM1L, SAP130, SF3B2, SF3B3, SF3B4, SF3B5, SRSF2, SRSF3, SULT1C2, SULT1C4, TMED10, TOP1MT, TRIP10, WBP2
COPG1	AP3D1, ARCN1, ARF1, CCAR2, CD74, CDC5L, CLK2, COPA, COPB1, COPB2, COPE, COPG2, COPZ1, COPZ2, DRD1, DRD3, ERGIC2, FAM129A, GBF1, GCN1L1, HLA-A, KCNJ10, NUDCD1, PLD1, PRKCSH, PTGES3, RABGAP1, RHOQ, RUFY1, SACM1L, SAP130, SF3B1, SF3B2, SF3B3, SMC3, SUN2, TAP1, TAPBP, TELO2, TLE3, TMED10, TMED9, TTI1, WBP2
COPG2	ARCN1, ARL1, ATP1B2, CD74, CDC5L, COPA, COPB1, COPB2, COPE, COPG1, COPZ1, COPZ2, DRD1, HTR6, NDUFB8, PTGES3, PTPRD, TAPBP, TMED10
COPRS	CBFB, CIRBP, GAR1, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST3H3, HIST4H4, IL6R, LACTB, MEMO1, PRMT5, RBFOX1, RUNX1
COPS2	ABCA1, ANAPC1, ANAPC4, APBB3, APPBP2, BTBD1, BTBD2, CDC16, COPS3, COPS4, COPS5, COPS6, COPS7A, COPS7B, COPS8, CPSF1, CRBN, CREBBP, CSN2, CSN3, CSNK2A1, CSNK2A3, CUL1, CUL2, CUL3, CUL4A, CUL5, DCAF11, DCAF4, DCAF4L2, DCAF8, DDA1, DDB1, DDB2, DENR, DET1, DTL, EHBP1L1, EIF3E, EP300, EPB41L1, ERCC3, ERCC8, FAM175B, FBXL14, FBXL5, FBXO17, FBXO7, FBXW4, FEM1B, GAPVD1, GFER, GPS1, HIST1H3A, HIST1H3B, HIST1H3C, HIST1H3D, HIST1H3E, HIST1H3F, HIST1H3G, HIST1H3H, HIST1H3I, HIST1H3J, HIST1H4A, HIST1H4B, HIST1H4C, HIST1H4D, HIST1H4E, HIST1H4F, HIST1H4H, HIST1H4I, HIST1H4J, HIST1H4K, HIST1H4L, HIST4H4, IBTK, ING1, ING2, INPP5E, IP6K1, IRF5, IRF8, IRS2, JUN, KDM1A, KLHDC3, KLHL10, LRR1, MAP3K10, MAPK8, MED23, MED4, MYEOV2, NAP1L1, NCOR1, NEDD8, NFKBIA, NIF3L1, NPM1, NR2F1, NR2F2, NUCKS1, PFKFB2, PKD1, PMPCA, PRAME, PRKD1, PSMA6, PSMC1, PSMC3, PSMC5, PSMD5, RARA, RFWD2, RXRA, SENP8, SEPHS1, SEPT2, SIN3A, SIN3B, SLAIN2, SNAI1, SYCE3, THRA, THRB, TP53, TRIP11, UBE2M, VDR
COPS3	APBB3, APPBP2, ARF4, BTBD1, BTBD2, C17orf75, CEBPE, CEBPZ, CHUK, COPS2, COPS4, COPS5, COPS6, COPS7A, COPS7B, COPS8, CRBN, CSN2, CSN3, CSNK2A1, CSNK2A3, CSNK2B, CTNNB1, CUL1, CUL2, CUL3, CUL4A, CUL5, DCAF11, DCAF4, DCAF4L2, DCAF8, DDA1, DDB1, DDB2, DDIT3, DET1, DR1, DTL, EPB41L1, ERCC6, ERCC8, FAM175B, FAM213B, FBXL14, FBXL5, FBXO17, FBXO7, FBXW4, FEM1B, GPS1, HSP90AA1, IBTK, IKBKB, IRF5, ITGB2, KLHL10, KLHL18, KLHL42, LRP2BP, LRR1, LRRC14, MLF1, MYEOV2, NABP1, NEDD8, NEURL4, NFKBIA, PBRM1, PHYH, PSMD11, PTGS2, RBX1, RFWD2, SF3A3, SKP1, SMARCA5, STK11, TCEB1, TCEB2, TOR1AIP2, TP53, VPRBP
COPS4	APBB3, BTBD1, BTBD2, CENPK, COPS2, COPS3, COPS5, COPS6, COPS7A, COPS7B, COPS8, CRBN, CSN2, CSN3, CSNK2A1, CSNK2A3, CUL1, CUL2, CUL3, CUL4A, CUL5, DCAF11, DCAF4, DCAF4L2, DCAF8, DDA1, DDB1, DDB2, DENR, DET1, DTL, EIF3M, EPB41L2, ERCC6, ERCC8, FAM175B, FBXO17, FBXO7, FBXW4, FBXW5, GPS1, GUCY1A3, HEMGN, IBTK, IKBKB, IRF5, IRF8, KLHL10, KLHL18, KLHL42, LRR1, LRRC14, NEDD8, PCDHB12, PEX14, POLD1, PRMT5, PTPN14, RBX1, RCBTB2, RFWD2, SKP1, SNAPIN, STK11, STON2, SYT1, TCEB1, TCEB2, TOR1A, TOR1AIP2, TP53, UBE2M, VPRBP, WDR77
COPS5	ABCA1, AHNAK2, AHR, AKAP2, AMH, AMOTL1, ANAPC13, APBB3, APC, APP, ARHGEF11, ATM, ATP5A1, BACE1, BASP1, BCL10, BCL2L14, BCL3, BRD4, BRE, BRSK2, BTBD1, BTBD2, CACNA1C, CAND1, CARD11, CAST, CCNDBP1, CDC5L, CDK2, CDKN1B, CDKN1C, CDT1, CEBPA, CEBPB, CENPK, CENPT, CENPW, CHUK, CIPC, COPS2, COPS3, COPS4, COPS6, COPS7A, COPS7B, COPS8, CPNE3, CPSF1, CRBN, CREB3, CSN1S1, CSN2, CSN3, CSNK1A1, CSNK2A1, CSNK2A3, CTNNB1, CUL1, CUL2, CUL3, CUL4A, CUL5, DAPK1, DCAF11, DCAF4, DCAF4L2, DDA1, DDB1, DDB2, DENR, DET1, DLC1, DOCK7, DTL, DYNLL1, EDNRA, EDNRB, EIF2AK3, EIF3F, EIF3H, EPB41L1, EPB41L2, ERCC8, ERN1, ERRFI1, ESR1, F2RL1, FAM175B, FAM188A, FANK1, FBL, FBXL5, FBXO11, FBXO17, FBXO22, FBXO46, FBXO7, FBXW4, FLOT1, FNIP1, GFER, GIF, GPS1, GSK3B, GTPBP3, GUCY1A3, HAND2, HIF1A, HSP90AB1, HSPA1A, HSPA1B, HSPA1L, HSPA5, HSPA6, HTR6, HUS1, IFIT3, IKBKB, INADL, IRF5, IRF8, ITGB2, JUN, JUND, KLHL10, KLHL18, KLHL22, KLHL24, KLHL42, LIN7C, LPP, LRP1, LRR1, LRRC14, MALT1, MAPRE1, MDM2, MIF, MIP, MPDZ, MPP5, MYEOV2, MYH10, MYH9, NCKIPSD, NCOA1, NEDD8, NRBP1, NUPR1, OPN4, OPRM1, PALM2-AKAP2, PDLIM7, PEA15, PGR, PKD1, POLR2I, PPP1R12A, PRKD1, PRMT10, PSMA6, PTGS2, RAD1, RAD9A, RANBP9, RBX1, RFWD2, RNF139, RNF20, S100A7, SAP130, SIAH1, SKP2, SMAD4, SMAD5, SMAD7, STAT3, STOML2, TMOD1, TOP2A, TOR1AIP2, TP53, TP53BP1, TPD52L2, TRAF2, TRIP6, TXN, TXNIP, TYK2, UBA3, UBC, UBE2M, UCHL1, UPF1, VCP, VHL, VPRBP, WDR6, ZEB1
COPS6	APBB3, BTBD1, BTBD2, BTRC, CASP3, CASP6, CASP7, CASP8, CCBE1, CDKN1B, COPS2, COPS3, COPS4, COPS5, COPS7A, COPS7B, COPS8, CRBN, CSN2, CSN3, CUL1, CUL2, CUL3, CUL4A, CUL5, DCAF10, DCAF11, DCAF16, DCAF17, DCAF4, DCAF4L2, DCAF8, DDA1, DDB1, DDB2, DENR, DET1, DTL, EIF3E, EPHB2, ERCC6, ERCC8, FAM175B, FBXL14, FBXL5, FBXO11, FBXO17, FBXO22, FBXO7, FBXW4, FEM1B, GIF, GPS1, IRF5, IRF8, KLHDC3, KLHL10, KLHL18, KLHL24, LRR1, LRRC14, MAPK1, MIF, MYEOV2, NEDD8, NOD1, NOD2, NR3C1, PBX2, POP7, PRMT10, PSMD14, RBX1, RFWD2, RHOBTB1, SFN, SKP1, SKP2, SYCE3, TCEB1, TCEB2, TOR1AIP2, TP53, UBE2M, UBE3A, UCHL3, VPRBP, ZFHX3
COPS7A	APBB3, ARHGEF2, BTBD1, BTRC, CEBPZ, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7B, COPS8, CPEB2, CRBN, CSN1S1, CSN2, CSN3, CSNK2A1, CSNK2A3, CSNK2B, CTTN, CUL1, CUL2, CUL3, CUL4A, CUL5, DCAF10, DCAF11, DCAF4, DCAF8, DDA1, DDB1, DDB2, DDIT3, DENR, DET1, DTL, EIF3E, EPB41L1, ERCC8, FAM175B, FAM98A, FBXL14, FBXO7, FBXW4, GPS1, HEBP1, IKBKB, KLHL10, LRR1, MAPRE1, NEDD8, NFE2L2, PKD1, PMF1, PRKD1, PRMT5, PSMD12, PTGS2, RAF1, RBX1, RFWD2, RHOBTB1, RNASE3, TP53, UBE2M, USP15, VPRBP, WDR77
COPS7B	APBB3, APPBP2, BTBD1, BTRC, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7A, COPS8, CRBN, CSN2, CSN3, CUL1, CUL3, CUL4A, DCAF11, DCAF4, DCAF4L2, DDA1, DDB2, DENR, DET1, DST, EIF3E, FAM98A, FBXO17, FBXO7, FBXW4, FEM1B, GPS1, IRF5, KLHL10, LRR1, NMI, PMF1, RFWD2, SYCE3, UBE2M, USP15, VPRBP
COPS8	APPBP2, BTBD1, BTBD2, CEBPZ, CENPA, COPS2, COPS3, COPS4, COPS5, COPS6, COPS7A, COPS7B, CRBN, CSN2, CSN3, CTNNB1, CUL1, CUL2, CUL3, CUL4A, CUL5, DCAF11, DCAF4, DCAF4L2, DDA1, DDB1, DDB2, DDIT3, EIF3E, ERCC8, FAM175B, FBXW4, FEM1B, GFER, GPS1, IRF5, ITPK1, LRR1, MAPRE1, MYEOV2, NEURL4, NFKBIA, PINK1, RFWD2, TP53, USH1C, VPRBP, WDR77
COPZ1	ARCN1, CHORDC1, CHP1, COPA, COPB1, COPB2, COPG1, COPG2, DIAPH1, DIS3, DRG1, DTNBP1, GOPC, KLC1, REV3L, RUFY1, SARNP, SF3B1, SUB1, TLE3, TMED10, TMED9, TTI1, UGT1A1, UGT1A8, ZC3HAV1
COPZ2	ARCN1, COPG1, COPG2
COQ10A	AFG3L2, ATP5C1, ATP5F1, ATP5H, ATP5L, ATP5O, BCKDHA, C1QBP, CHCHD2, CISD3, CLPB, CLPX, COASY, COQ10B, COX6A1, COX6C, COX7A2, DHCR24, DHX30, DNAJC2, ECH1, ERAL1, GLS, GRSF1, IDE, INPP5E, MAVS, MIP, MIPEP, MMADHC, MRPS33, MTERFD1, MTX1, NDUFA5, NDUFC2, NDUFS1, NDUFS2, NDUFS3, NIPSNAP1, NRD1, NT5DC2, PITRM1, PMPCA, PMPCB, POLD4, POLDIP2, POLRMT, PPAT, SARS, SARS2, SCO2, SHMT2, SLC25A1, SPG20, STOML2, TARS2, TBRG4, TIMM44, TIMM50, TOMM5, TRMT10C, UQCRB, UQCRC2, UQCRFS1, YARS2
COQ10B	ATAD3B, BCKDHA, C1QBP, CHCHD2, CLPB, COQ10A, COQ2, CYCS, ECH1, INPP5E, PITRM1, PMPCA, PMPCB, POLD4, POLDIP2, STOML2, TIMM8B
COQ2	AFG3L2, AIP, ATP5C1, ATP5E, AURKAIP1, BCKDHA, C1QBP, CHCHD2, CLPB, COQ10B, COQ3, COX6C, ECH1, HOGA1, MRPL13, MRPL22, MRPS15, NDUFAF2, NDUFV1, NME6, RPL13, TIMM8B, UQCRH
COQ3	ADCK3, ADCK4, ADCK5, AFG3L2, AIP, ATP5C1, AURKAIP1, C1QBP, CHCHD2, CLK1, CLPP, COQ2, COQ4, COQ5, COQ6, COQ7, COQ9, COX6B1, COX6C, ECH1, HOGA1, MRPL13, NDUFAF2, NDUFV1, NFS1, NME6, NOVA1, RPL13, SHMT2, SLC25A13, TRAP1, VPS28
COQ4	ADCK4, C1QBP, CHCHD2, CLK1, COQ3, COQ5, COQ6, COQ7, COQ9, ECH1, MRPL1, MRPL13, MRPL23, MRPS15, MRPS16, MRPS28, MRPS35, NFS1, POLD4, POLDIP2, RPL13
COQ5	ADCK3, ADCK4, ADCK5, BCKDHA, C19orf70, CACNG4, CLK1, CLPX, COQ3, COQ4, COQ6, COQ7, COQ9, COX6B1, DUSP23, FAM174A, L2HGDH, MRPL13, MRPL18, MRPS16, MRPS28, MRPS35, NPY2R, PDK1, PMPCB, POLD4, POLDIP2, PTPMT1, PYURF, RPL13, SPRYD4
COQ6	ADCK3, ADCK4, ADCK5, ATP5C1, ATP5E, ATP5J, BCKDHA, BOLA3, C1QBP, CHCHD2, CLK1, CLPX, COQ3, COQ4, COQ5, COQ7, COQ9, COX6B1, CYCS, ECH1, ETFA, INPP5E, L2HGDH, MADD, MLYCD, MRPL13, NDUFAF5, NIT2, NRD1, PMPCA, PMPCB, POLD4, POLDIP2, PYURF, RPL13, SPRYD4, TMEM70, TSPYL6
COQ7	ADCK3, ADCK4, ADCK5, ATP5C1, ATP5E, ATP5J, BCKDHA, BIRC5, BOLA3, C19orf70, C1QBP, CHCHD2, CLK1, COQ3, COQ4, COQ5, COQ6, COQ9, COX6B1, CYCS, DNAJC2, DUSP23, ECH1, ETFA, GLRX5, IDE, INPP5E, MADD, MLYCD, MRPL13, NDUFAF5, NIT2, NRD1, PITRM1, PMPCA, PMPCB, POLD4, POLDIP2, PTPMT1, RPL13, SHMT2, TMC1
COQ9	ABCD3, ACAA1, ACACA, ACADVL, ACSL1, ACSL5, ADCK3, ADCK4, ADCK5, AFG3L2, AGK, ALDH18A1, ARF1, ARMC10, ATAD1, ATAD3A, ATAD3B, ATP5C1, ATP5E, ATP5F1, ATP5H, ATP5I, ATP5J, ATP5O, BAX, BCS1L, BDH1, BOLA3, C15orf48, C17orf89, C19orf70, C1QBP, C20orf24, C2orf47, C6orf203, CCDC51, CHCHD2, CHDH, CISD1, CISD2, CLK1, CLNK, CLPB, CLPX, CMC2, COA3, COMT, COMTD1, COQ3, COQ4, COQ5, COQ6, COQ7, COX11, COX15, COX19, COX20, COX5A, COX6A1, COX6B1, COX6C, COX7A2, CPT1A, CPT2, CYB5B, CYB5R1, CYB5R3, CYCS, DCAKD, DHCR24, DHRS7B, DNAJC19, DNAJC2, DUSP23, ECH1, ECI2, EMC2, ERAL1, ETFDH, FAM213A, FECH, FIS1, FKBP8, GBAS, GBF1, GLRX5, GLS, GNG5, GOLPH3, GSTK1, HEBP1, HINT3, HK2, HSDL1, HSDL2, HTATIP2, IDE, INPP5E, KIAA0391, L2HGDH, LETM1, LYRM7, MADD, MAVS, MGST1, MICU1, MPC2, MRPL46, MTCH2, MTX1, NCEH1, NDUFA13, NDUFA5, NDUFA8, NDUFAF2, NDUFAF3, NDUFAF4, NDUFB1, NDUFS1, NDUFS2, NDUFS3, NDUFS7, NDUFS8, NFS1, NIPSNAP1, NNT, NRD1, NT5DC2, OPA1, OXA1L, PAM16, PAN2, PEX11B, PMPCA, PMPCB, POLD4, POLDIP2, PPM1K, PPOX, PRELID1, PTGES2, PTH2, PTPMT1, PTRH2, RAB1C, RAB24, RAB32, RAB35, RDH11, RDH13, RDH14, RHOT1, RHOT2, ROMO1, RTN4IP1, SCCPDH, SCO2, SDHB, SDHD, SDR39U1, SFXN1, SFXN4, SHMT2, SLC16A1, SLC25A1, SLC25A10, SLC25A11, SLC25A24, SLC25A3, SLC25A4, SNAP29, SPG20, SQRDL, STOML2, SUCLA2, SYNJ2BP, TAMM41, TARS2, TBRG4, TIMM21, TIMM23, TIMM44, TIMM50, TIMMDC1, TMC1, TMEM11, TMEM205, TMEM65, TMEM70, TOMM22, TOMM40, TRIAP1, UQCRC2, USMG5
CORO1A	ACTB, ACTR2, ACTR3, ASPDH, CEP44, CORO1B, CORO1C, CORO2A, CORO6, DDX24, DKK1, FMNL1, FOXA3, IFT172, IFT20, IFT57, IFT80, KCNN1, NCF4, NELL2, NHP2L1, NRP2, POC1A, POC1B, RASSF8, TARDBP, THBS1, THEMIS, TJAP1, TMEM205, TRAF7, UBE2G2
CORO1B	ACTB, ACTG1, ACTR2, ACTR3, ARC, ARPC2, ASPDH, ATP6V1F, CEP170, CLK2, CORO1A, CORO1C, CORO6, CRMP1, CTTN, DDB1, EPPK1, ERF, ETF1, IFT57, LHX4, LSM2, MRPL1, MYO18A, MYO5C, NFYB, NFYC, NHP2L1, NUDC, NUP107, OTUD6B, PAPOLA, PARVA, PHKB, PRKACA, PRKCA, PSAP, RAD23A, RAD23B, RUVBL2, SAFB, SAR1A, SFXN4, SPTBN2, SSH1, TARS, TBC1D17, TELO2, TIPRL, TPM2, TRIM15, TXNL1, ZRANB2, ZYX
CORO1C	ACTB, ACTG1, ACTR2, ACTR3, AIMP1, ALG9, ALK, AP2M1, ATP6V1F, CBL, CORO1A, CORO1B, CORO6, CRK, CYB5B, DAPK1, DNAJB11, ERF, ETF1, FAM129B, FAP, FMNL1, GIP, GNAI2, GTPBP1, H3F3A, H3F3B, MDH2, MED20, MED23, MED4, MRPL1, MRPS5, MYCBP, MYO18A, NFYC, NHP2L1, NMI, NUDC, PAPOLA, PDIA3, PDP1, PHKB, PIK3R2, PPP1CC, PREB, PSAP, RAB7A, RAC1, RAD23B, RCC2, RHOB, RPA1, SAR1A, SEPT10, SFXN4, SHC1, SKP1, SMOC1, STT3B, SUN2, SYNPO, TARS, TIPRL, TPM4, UBASH3B, VPS26A, VPS35
CORO2A	BCLAF1, CORO1A, CORO2B, CSN2, HDAC3, MYO18A, NCOR1, NEURL4, NMI, NR1H2, NRAS, RGS3, SFXN4, SLC5A8, SMAD2, TBL1XR1, THAP4, TMEM52B, UBE2I
CORO2B	ACTA1, APPBP2, ARHGEF25, CORO2A, PRKG1, SHC1, VCL
CORO6	BLOC1S6, C9orf16, CORO1A, CORO1B, CORO1C, CRK, NBR1, TRIOBP, UACA
CORO7	ACTB, ADC, AP1G1, AP1M1, AP2M1, ASB6, AZI2, CDC34, CNTF, CUL1, DAG1, EPS15, JUN, KLHL20, ODCP, RBX1, SRC, TCEB1, TCEB2, THBS3, TOB1, ZRANB1
CORT	GHSR, MB, MRGPRX2, PVALB, SSTR1, SSTR2, SSTR3, SSTR4, SSTR5
COTL1	ACTA1, ACTB, ACTG1, ALOX5, ARHGDIA, CD2BP2, CFL1, DUT, FAN1, FSCN1, HEBP1, HN1, MDH2, PCBP1, PDE6H, SH3BGR, TAGLN2, TIAL1, TKT, TMTC3, UBE2M
COX10	FAM136A
COX11	COQ9, COX6B1, ERCC3, KLK5, NDUFA4, NDUFAF4
COX14	CCDC58, CHCHD3, CLPB, COA6, COA7, COX17, COX5A, COX6B1, CPO, CPOX, ENDOG, FAM136A, LACTB, MTX2, MTX3, OCIAD1, P4HA1, SAMM50, SLC25A12, SMIM12, ST13, TOMM70A, TRIAP1, TTC19, YME1L1
COX15	COQ9, COX4I1, COX6B1, CYC1, LAMTOR3, MRPL15, MRPS14, NDUFA12, NDUFA9, NDUFS4, NDUFS6, NDUFS8, PLGRKT, SCO1, SFXN1, SURF1, TOMM7
COX16	ALDH3B2, C2orf47, ERGIC3, TTI2
COX17	CFL1, CHCHD4, COA1, COX14, GIF, KATNAL1, LGALS2, LGALS3, MIF, PCMT1, SCO1, SCO2, SCYL2, SOD1, SPR, TALDO1, TBCA, TKT, UFC1
COX18	VNN2
COX19	COQ9, COX6B1, SCO1, SFXN1
COX20	C15orf48, C16orf91, C17orf89, CHIA, COQ9, COX6B1, CUTC, DYNC1H1, ECM1, NDUFA4, NDUFAF4, UQCC1, UQCC2, ZNF821
COX4I1	ACOT1, AFG3L2, ALDOA, ATAD3B, ATP5D, ATP5O, ATP6V1A, ATP6V1E1, BCAP29, C7orf55, CALU, CCDC58, CD14, CDCA3, CHCHD3, CISD1, CISD2, CKAP4, CLPB, COA3, COA6, COA7, COX15, COX5A, COX5B, COX6B1, COX6C, CPO, CPOX, DAB1, DBT, DDOST, DLST, DNAJC11, ECHS1, ENDOG, ETFA, ETFB, FAF2, FAM136A, GLDC, GLS, GNB1, HADH, HADHA, HAGH, HAX1, HSPD1, HYOU1, IARS2, LACTB, MADD, MCL1, MTX2, MYO1D, NDUFA10, NDUFA13, NDUFA2, NDUFA5, NDUFA8, NDUFA9, NDUFB7, NDUFS1, NDUFS2, NDUFS3, NDUFS4, NDUFS6, NOV, OCIAD1, OMA1, OPA1, PDIA3, PDIA4, PHB, PHB2, PLD1, PLGRKT, POR, PRKCSH, PTCD3, PYCR2, SAMM50, SCO1, SDHB, SLC25A12, SLC25A13, SMIM12, SSR3, TIMM13, TIMM8B, TOMM70A, TP53BP1, TPM1, TPM2, TPM3, TPM4, TRIAP1, TTC19, UQCRB, UQCRC1, UQCRC2, UQCRFS1, VAPA, VAPB, VDAC1, VDAC2, VDAC3, WBP1, YME1L1
COX4I2	COA3, CYCS
COX5A	ATP5D, C15orf48, C17orf89, C19orf70, CHCHD10, CHCHD2, CISD3, CLPP, COA3, COQ9, COX14, COX4I1, COX5B, COX6B1, COX7A2L, CYC1, DAP3, DUSP23, EPM2A, EXOSC8, HNRNPA0, HTRA1, MTBP, NDUFA4, NDUFAF4, NDUFV1, NEMF, OGDH, OPA3, OXCT1, PDHB, PLGRKT, PSMD11, PTPMT1, RAB8A, SAT2, SCO1, SFPQ, SFXN1, SLC30A9, SLC38A2, SPDEF, TDP2, TIMM9, TPM1, TPM3, TPM4, UQCRB, VDAC3, YBX1, YBX3
COX5B	ACER1, AP2B1, CHCHD2, CLPP, COX4I1, COX5A, DLAT, GRP, LSM4, MS4A4E, NDUFA10, NDUFA11, PPIL3, PSMD7, RPLP2, SAV1, SCO1, TIMMDC1, TOMM40, VAPB, WDFY1, YIPF5
COX6A1	ADCK3, C15orf48, C17orf89, CHCHD10, CHCHD2, CISD3, CLPP, COQ10A, COQ9, COX6B1, DHRS4, LXN, NDUFA4, NDUFAF4, NDUFS3, NIT1, NME4, OCIAD1, OPA3
COX6A2	C17orf89, CHCHD2, CISD3, COX6B1, OCIAD1
