wgEncodeBroadHmmHuvecHMM.count,GDI_Score,betamax,Muscle - Skeletal_GTExTPM,Minor Salivary Gland_GTExTPM,Liver_GTExTPM,Testis_GTExTPM,mousescore_Exomiser,fishscore_Exomiser,humanscore_Exomiser,HIPred,pLI_ExAC,SDI,Testis_GTExFC,SignalValue_H3k4me1_median,Pituitary_GTExFC,Small_Intestine_Terminal_Ileum_GTExFC,RVIS_Score,Prostate_GTExFC,Brain_Frontal_Cortex_BA9_GTExFC,Brain_Cortex_GTExFC,Brain_Hypothalamus_GTExFC,Brain_Nucleus_accumbens_basal_ganglia_GTExFC,Colon_Transverse_GTExFC,Skin_Not_Sun_Exposed_Suprapubic_GTExFC,Brain_Caudate_basal_ganglia_GTExFC,`Brain_Spinal_cord_cervical_c-1`_GTExFC,Brain_Anterior_cingulate_cortex_BA24_GTExFC,Skin_Sun_Exposed_Lower_leg_GTExFC,Brain_Cerebellum_GTExFC,Nerve_Tibial_GTExFC,Breast_Mammary_Tissue_GTExFC,Brain_Hippocampus_GTExFC,Brain_Cerebellar_Hemisphere_GTExFC,Brain_Substantia_nigra_GTExFC,Colon_Sigmoid_GTExFC,Ovary_GTExFC,Stomach_GTExFC,Lung_GTExFC,Artery_Coronary_GTExFC,Brain_Putamen_basal_ganglia_GTExFC,Gene,BPlabel
149,235.93423,0.4266,6.77023,8.36924,4.52536,24.6983,0.0,0.0,0.0,0.579714477,0.988642484366364,,0.21097,7.07706,-0.481588,0.204214,-0.38,0.171982,0.129951,0.259248,-0.233429,0.58366,-0.15791,0.095298,0.303013,0.279659,0.34335,0.15944,0.224981,-0.78459,-0.163886,0.259695,0.271702,0.319569,-1.413361,-0.469014,0.332672,0.266878,-0.195311,0.247141,OSGIN2,probable
68,41.40219,0.359,0.801851,0.776102,0.172973,0.496205,0.497331948,0.0,0.0,0.455463469,4.63834764452777e-07,3.27505451,1.134618,10.5511,1.214724,-0.850317,-0.89,-6.643856,-0.711776,0.380092,-3.986272,-6.643856,0.381762,0.461973,1.057527,0.695259,-0.51941,-0.261447,-0.89973,0.474982,0.855685,-6.643856,0.832889,0.517516,-0.356954,-6.643856,-0.552024,0.675314,-2.098843,-0.947861,P2RY6,probable
82,216.58313,-0.3275,0.0,0.329331,0.0,0.907013,0.0,0.0,0.0,0.22862041,0.0018812415667878,2.99226437,-0.390829,10.4626,,,0.31,2.268513,1.089543,1.508609,2.407436,-0.837109,,,2.088327,,-6.643856,,,,,,,,,,,,,4.05879,PANX3,least likely
1529,1247.40878,0.5461,0.0,0.0725216,0.0,0.0,0.0,0.0,0.0,0.146139458,0.007572396904589,1.86907763,,,3.049433,,0.61,-4.750313,,,,,,,,,,,0.677482,,2.077231,,0.706456,,,,,,,,PBOV1,least likely
561,53.96564,0.4601,3.22776,6.87741,7.38181,13.6031,0.395367293,0.0,0.0,0.672696948,0.592665483652486,1.90038475,-0.225296,9.719055,0.099855,-0.172312,-0.16,-0.246402,-0.246341,0.238934,0.965785,-0.180315,-0.16758,-0.204169,0.123992,0.502615,-0.338725,-0.133422,-0.393766,-0.135931,-0.289543,0.113554,-0.890166,0.246155,-0.188033,-1.391015,-0.249707,-0.123203,-0.188449,-0.330469,PBX3,possible
96,48.90667,-0.5545,0.181882,0.5471,0.149176,4.75542,0.0,0.0,0.0,0.80871886,0.998485350613982,2.99056035,0.122678,8.20338,0.358095,0.347559,-0.98,0.457556,-0.343694,0.281809,1.599432,0.217354,0.195191,0.29884,-1.466052,1.111184,3.044109,-1.417906,0.398156,0.217548,-0.37289,-0.591251,0.75714,-2.675056,-1.612042,-0.967186,0.391398,0.357248,-0.357471,-0.362294,PDE10A,probable
166,1086.94608,-0.2903,1.52381,0.522335,1.43363,1.75341,0.0,0.0,0.957427108,0.527515531,4.16725018760818e-31,0.0,0.767895,7.93445,0.350224,-1.683567,0.76,-1.299805,-6.643856,-0.890287,-0.44011,0.362302,-1.658658,-0.966776,0.479216,0.312625,-0.499819,0.978309,-0.633193,-0.908256,-0.740519,-0.429622,-0.499234,-0.842028,1.298462,-1.242303,-0.597108,,0.653159,-0.286511,PDE11A,probable
745,40.97898,-0.5346,0.903553,1.43445,0.721368,18.0719,0.0,0.0,0.0,0.54646343,0.730656355381448,2.96331746,-1.126097,8.5856,-1.147479,0.491284,-0.73,0.659449,-0.133084,-0.222096,-0.753628,-1.308227,0.645128,0.403133,-1.983084,-1.994498,0.574886,0.468075,-0.079356,-0.118672,0.247843,-0.805537,-0.114601,-1.793019,0.149702,0.700888,-0.974146,1.109381,-6.643856,-2.249541,PDE1A,most likely
597,1899.16799,-0.4488,1.62575,1.19935,0.732066,0.91261,0.0,0.0,0.957427108,0.746229529,0.106612095996096,1.99962367,-0.283882,5.45136,-0.32268,-6.643856,-1.1,-0.452637,0.465522,0.597113,-0.935963,0.37354,0.468743,-0.464855,0.2842,0.482466,0.341451,-0.296415,0.175917,0.128587,0.66835,0.928884,0.382535,2.356402,-6.643856,1.021462,0.220024,0.107181,0.253074,1.2769,PDE3A,probable
41,426.62286,-0.4491,3.03468,4.75666,0.44053,7.18509,0.0,0.0,0.0,0.640711069,0.0033909059447495,0.0,-0.15748,7.71797,-0.743428,-0.221748,1.05,-0.238388,-0.513606,-0.191484,1.512179,0.71939,0.44301,0.14431,0.195722,0.344605,-0.726059,-0.143835,0.269943,0.107842,-0.171249,0.470786,-6.643856,3.966281,-0.209067,-0.517509,-0.23323,0.136142,-0.167621,-0.730748,PDE5A,probable
244,317.57217,0.3022,7.12677,13.1443,20.1172,30.097,0.0,0.0,0.0,0.650558949,0.713477056622093,1.99992492,0.463889,10.3538,0.11099,-0.229107,-0.2,-0.117996,0.726167,-0.102571,-0.115065,-0.296745,-0.270962,0.089518,-0.178923,-0.236598,0.313907,0.13945,0.340277,0.075381,-0.123625,-0.185213,0.521397,0.613497,-0.083037,-0.25856,-0.103172,-0.084724,0.321905,-0.131267,PDE8A,probable
36,16.87911,-0.4523,1.97391,18.9577,4.2196,4.24083,0.0,0.0,0.0,0.737545311,0.969061048929965,8.90483434,0.21104,8.90783,1.127607,-0.884182,0.04,-0.159742,-0.478189,0.219026,-2.012613,0.382622,0.12304,0.23097,0.182662,-0.265636,0.287155,-0.467174,0.23914,0.149959,-0.344191,-0.465844,0.405544,1.01182,-0.137567,-0.634132,-0.297088,-0.175264,0.843819,-0.138745,PDGFC,probable
129,599.71226,-0.3671,4.96598,19.5416,4.43704,12.3471,0.494209116,0.0,0.0,0.852899194,0.999876729754594,10.79929478,-0.121963,12.6962,0.334379,-1.719875,-0.64,-0.975076,0.26697,0.370477,-6.643856,0.641072,0.60788,-0.20044,0.928523,-0.565735,0.415687,0.199108,0.915432,-0.214697,0.579013,0.394884,-1.220981,1.79903,1.12084,0.16831,0.494893,-0.702872,0.574694,0.707465,PDGFRA,probable
37,220.34888,0.3601,109.626,25.379,11.4972,8.13171,0.545042391,0.0,0.0,0.306420118,0.0122782806115329,6.97589348,0.119685,7.69688,-0.324973,1.151047,1.34,-0.742005,0.164092,0.214522,-0.653011,0.139417,0.329098,-0.161424,0.149786,0.38921,-0.147811,0.127376,0.132971,0.073561,-0.124068,-0.676459,-0.419559,1.57278,-0.17199,0.205175,0.118192,-0.088051,0.336955,0.180796,PDLIM5,possible
14,289.79879,0.6378,139.285,82.3744,40.5436,67.348,0.0,0.0,0.0,0.693781972,0.875748961589664,3.66240179,-0.445908,8.26201,-1.266386,-0.29224,-1.89,-1.52936,0.454336,0.230737,-1.641996,0.500365,-0.206078,-0.880257,0.414424,-0.570751,0.411528,0.271843,0.378867,0.316665,0.470458,-1.29967,0.636042,2.261003,0.243921,-1.681479,-0.200733,-0.991721,-0.577343,0.488218,PER1,probable
783,1363.72417,-0.4597,0.422668,0.982692,0.108455,2.14859,0.477894065,0.0,0.0,0.833875239,0.884782623229294,2.94475488,-0.198626,3.29409,2.758929,-0.581056,,2.18207,0.616372,-0.527868,-0.457245,0.922083,-0.099735,0.33032,0.313097,1.24024,-2.179083,-0.229227,-0.329037,-0.202454,-1.552031,-0.248773,0.487972,-1.192119,0.246874,-0.232015,0.661339,-0.193487,0.357575,-0.937033,PGR,most likely
609,15.56557,-0.5123,0.24739,0.714733,0.245544,1.83402,0.0,0.0,0.0,0.209607884,0.664117315162539,3.97250131,-0.20087,7.68704,0.183867,-0.165358,,-0.284571,0.191098,0.236576,1.317577,0.254467,-0.285309,0.207674,-6.643856,-0.417999,0.62266,0.167035,-0.834343,0.363522,0.582704,-1.90265,-0.338568,0.33134,-0.225498,0.331543,0.465242,-0.226276,-0.627813,0.068015,PHACTR1,probable
35,76.83464,0.2222,6.67708,15.5275,1.15447,43.0607,0.0,0.0,0.0,0.71511656,1.40585793273596e-06,1.99990361,-0.101408,8.74898,-6.643856,-0.421495,-0.09,-3.468929,-1.926348,0.230452,-1.015879,-0.223101,-0.956088,-1.09112,-0.611631,0.637321,1.196167,0.273259,-1.119928,0.311319,0.608337,-1.367599,-0.153294,0.588373,0.295134,0.478031,-0.588969,-0.30787,1.217131,-0.820988,PIK3R3,probable
47,,-0.312,0.0329653,0.087814,0.570161,1.39554,,,,,,5.95345819,0.476908,6.44466,0.525578,-1.108437,,-1.408753,,,,,-0.972934,0.579958,,,,1.518714,1.024861,2.836727,-6.643856,,-1.844763,,-1.468623,3.271395,0.971484,-2.218933,1.378184,,PKD1L3,probable
35,3481.90583,-0.2666,0.0108064,0.067202,0.191789,4.34285,0.0,0.0,0.0,0.250911236,6.57113540225805e-17,9.90845216,-0.681139,11.0339,-0.73454,1.527124,1.01,-1.285076,1.002076,-0.542704,-0.948222,-2.012835,1.777298,,-6.643856,-1.904224,-0.607843,,,-1.0194,-0.843818,-1.685181,,-1.88119,,0.786371,,2.531389,-6.643856,0.812461,PKD2L1,most likely
56,22.08097,0.4133,0.160699,0.831856,1.61753,6.81154,0.0,0.0,0.0,0.348049432,3.64893028626161e-11,4.93580207,1.579627,6.75605,1.571278,0.974024,-0.16,2.309772,4.373908,-6.643856,3.261929,-6.643856,2.945032,-2.490391,-6.643856,4.439217,-3.980966,2.084236,4.068692,0.923171,4.361848,4.625261,1.506284,-1.221113,2.147542,0.844368,0.644298,0.744116,1.833822,5.590151,PLA2G1B,probable
19,81.7627,-0.3874,32.446,12.3202,0.628377,19.3525,0.0,0.0,0.0,0.275690168,0.0001432972565511,2.87341017,-0.109779,7.73914,-0.393128,1.870355,,0.214611,0.541839,-1.253592,0.167077,-3.358098,-0.697553,0.268673,-0.170674,-0.844888,-0.151077,0.2094,-0.097759,-0.158265,0.278876,-0.272018,-0.64865,0.256952,0.323488,0.292007,0.562422,0.15,-0.217906,0.217042,PLCD3,most likely
1165,721.7254,0.6636,2.28006,5.17332,2.22771,8.87637,0.0,0.0,0.0,0.443194807,0.0001786774083035,1.61745951,-0.245486,6.1947,0.704026,0.238683,0.04,0.384339,-0.345178,0.221641,0.229777,0.564987,0.165707,0.094279,0.349229,-0.276724,-0.396594,-0.188398,-0.441673,0.202484,0.142447,-0.205854,0.351014,-1.960774,0.482374,-4.38358,-0.381608,0.2512,0.496678,0.254295,PLEKHG1,possible
18,134.29607,0.2175,0.0,0.0596666,0.0,0.0867021,0.0,0.0,0.0,,,4.81544009,,7.76694,-6.643856,,,,,,,,,,,,,,,,,,,,,,,,,,PLET1,least likely
35,15.56407,-0.3834,23.5986,14.8306,7.34216,30.8434,0.514240382,0.0,0.0,0.794491291,0.985449561262778,4.90475214,-0.209695,8.80021,0.246696,-0.530295,-0.36,-0.109361,0.096268,0.154901,0.107593,0.079176,0.230025,0.16101,0.113591,-0.084895,0.158363,0.187076,0.156192,0.141316,0.101575,0.138467,0.082783,0.10989,0.295257,-0.569343,0.130285,0.095219,-0.102734,0.094354,PPM1A,probable
651,6.37885,0.4462,16.9314,23.1706,5.15203,11.763,0.0,0.0,0.0,0.824708164,0.998148788702111,8.79676704,-0.26977,8.91752,-0.113886,-0.122759,-0.43,-0.401689,0.473658,-0.066979,-0.113575,-0.258196,0.312155,0.08388,-0.77249,-0.208492,0.211758,0.269724,0.156778,-0.073878,0.067522,0.301761,0.158224,-0.109533,-0.482725,0.525347,0.389367,0.263058,0.386202,0.072128,PPP3CA,probable
36,21.40368,0.3955,70.6082,21.0166,6.63453,28.35,0.479453267,0.0,0.0,0.794239461,0.9997036494233,6.7860231,-0.028757,5.58003,-0.050797,-0.222415,-0.14,-0.218639,0.069656,-0.239946,0.311371,-0.39611,-0.106626,-0.166186,0.137108,0.47187,0.375836,0.053832,0.182344,-0.111244,-0.240991,-0.19047,-0.031317,-0.201475,-0.080235,0.20768,-0.159565,0.067419,-0.235187,-0.263519,PPP3CB,probable
1084,173.2434,-0.4041,0.0,0.0,0.0,0.548622,0.0,0.0,0.0,0.25535503,0.0981051636001553,,-3.070051,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,PRAMEF1,least likely
220,451.59604,-0.3102,0.0,0.0,0.0,0.225733,0.0,0.0,0.0,0.111908376,3.89692512946575e-06,,-0.628339,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,PRAMEF12,least likely
27,322.64102,-0.3325,3.8104,13.4228,11.9735,11.8755,0.485853291,0.0,0.816284141,0.824708164,0.977557428638321,3.97104425,-0.360743,10.7884,-0.104766,0.222173,-0.87,-0.168152,0.127472,-0.234167,0.705141,0.88302,-0.283453,0.058631,-1.644808,1.197423,0.673385,-0.236806,-0.190677,0.330587,-0.114031,-0.124161,0.172868,0.298719,-0.766419,-0.461954,-0.138543,-0.116419,0.250384,0.711071,PRKAG2,possible
31,96.86296,-0.1935,0.162259,69.0176,0.607845,8.31352,0.0,0.0,0.0,0.207279682,7.17058540967505e-17,14.82926659,0.103595,6.52404,1.554588,0.615711,-1.37,0.885682,0.437491,0.527408,0.44746,0.498133,0.677928,0.990023,0.754227,0.588414,0.598427,0.23222,0.716294,-0.558286,0.795309,0.337958,0.702421,0.510038,-0.904894,-1.949044,-0.965168,0.741861,-2.293857,0.504631,PROM1,possible
13,9600.77696,-0.3759,49.5384,62.3638,23.0327,268.744,0.0,0.0,0.0,0.3721928,0.999999999990663,4.97086711,-0.073271,9.11487,-0.074392,-0.287372,2.16,0.185638,-0.351021,0.188074,0.068757,-0.154018,0.047526,0.037564,-0.203892,0.714782,-0.316706,0.036491,0.108038,-0.075096,-0.108166,0.107911,-0.109212,0.205481,0.047936,0.154671,0.037498,0.070806,0.265417,-0.090388,PRRC2A,probable
52,1699.46831,0.2376,211.954,235.411,183.23,168.093,0.0,0.0,0.0,0.71101737,0.398813284714522,7.43867349,-0.065704,8.87896,0.042561,-0.243903,-0.05,0.215852,0.088666,0.042989,-0.070059,0.249818,-0.023312,-0.024918,0.115275,-0.128221,-0.304386,0.02181,0.155274,0.036241,-0.128681,0.369222,-0.130545,-0.104075,-0.073637,0.2188,0.072153,-0.11733,-0.316301,-0.069225,PSMB4,probable
260,0.9687,-0.28,186.324,96.0228,66.6153,153.472,0.0,0.0,0.0,0.782960892,0.979199713289554,12.50320448,0.055113,11.0922,0.110513,0.146133,-0.47,-0.137982,-0.088291,-0.088369,-0.152099,-0.140595,-0.101644,-0.093732,-0.184193,-0.13652,0.281638,-0.111333,0.09757,0.06119,0.091006,0.125042,0.135901,-0.119694,-0.279157,-0.194743,-0.225235,0.056963,0.076657,-0.168083,PSMC3,probable
67,5.14301,0.4129,70.6291,34.9514,21.1687,53.4618,0.0,0.0,0.0,0.782960892,0.999745808833033,9.67742038,0.197052,6.00094,0.185127,0.073404,-0.41,-0.191065,-0.369655,-0.077157,-0.208109,-0.255899,-0.04383,-0.03947,0.077848,0.549878,0.324622,0.214701,0.135157,0.045126,-0.045352,-0.175492,-0.168242,-0.30806,0.211406,-0.159152,-0.166722,-0.051663,0.075734,-0.329364,PSMD11,probable
137,605.54211,-0.3169,6.61457,20.733,9.8677,18.0196,0.0,0.0,0.0,0.497687757,1.26579691239429e-05,4.28855844,-0.064955,10.4794,-0.131488,0.206565,-0.2,-0.127187,0.20326,-0.36418,0.159828,0.076755,-0.096828,-0.118196,-0.152756,-0.098711,-0.12614,-0.099772,0.166703,0.044931,-0.066705,-0.107129,0.406983,0.2045,-0.367811,-0.198736,-0.194056,-0.184361,0.148523,-0.122331,PSMD5,probable
457,3.61036,0.3197,9.23202,13.6866,11.1844,20.6591,0.0,0.0,0.0,0.782960892,0.975506865848027,15.67297733,-0.126175,8.3565,0.281273,0.150592,-0.23,0.162995,-0.574065,-0.15209,-0.134381,-0.072965,-0.163957,-0.150274,-0.286514,-0.328215,-0.332921,-0.168175,0.271574,0.20241,-0.373508,-0.081787,0.131891,-0.240953,-0.076121,0.12161,0.303372,-0.092683,-0.284819,-0.318785,PTEN,probable
58,30.97993,-0.4131,88.6358,99.6113,68.3244,140.452,0.0,0.0,0.0,0.824708164,0.871365849855667,7.74742911,0.110946,8.0914,0.229984,-0.096904,0.19,-0.169856,0.117261,0.22702,-0.125693,-0.113219,-0.413444,0.084846,-0.257453,0.1492,0.319639,-0.158119,-0.18708,-0.071911,-0.078277,-0.288018,0.106083,1.308268,-0.147342,0.360558,-0.215644,-0.075716,0.66764,-0.108693,PTGES3,probable
21,1565.5627,-0.5182,0.47516,0.618594,1.86475,3.29856,0.0,0.0,0.0,0.748882174,0.999999982037603,2.93433955,0.284287,8.3443,0.53159,-0.404134,-3.08,-2.709243,0.612526,0.502132,1.256158,1.466607,0.195906,1.769112,-0.374878,0.138487,0.068619,1.895134,0.127913,-0.261487,-0.407651,0.161703,0.125957,0.753196,0.361638,1.396133,-0.918674,-0.263276,0.520903,0.38441,PTPRD,possible
28,109.27527,-0.2527,0.0,0.0,0.0694395,1.84327,0.0,0.0,0.0,0.292119116,0.0544166347481236,1.70705006,0.912702,5.86592,,1.196429,0.52,1.320533,0.915187,1.200768,-6.643856,1.628698,-2.190401,0.786887,-3.008303,0.737691,-3.490059,1.456842,-0.681547,0.711864,0.788607,0.606467,0.873403,-6.643856,-6.643856,,-6.643856,-0.760117,,2.232917,PYY,probable
282,27.05157,-0.2673,54.3719,140.719,91.4915,151.441,0.0,0.0,0.0,0.655866444,0.602945640832257,8.5953168,0.085103,10.2306,-0.316533,0.334933,0.3,-0.109542,-0.073299,-0.052798,-0.152352,0.296067,-0.203474,0.159433,-0.614108,0.227544,-0.329044,0.032376,-0.177168,0.054774,-0.067671,-0.085746,0.084327,0.070392,0.192824,-0.075092,-0.124183,-0.062084,-0.071025,-0.290851,RAB1A,possible
326,186.7787,0.5895,6.35615,6.94983,4.63894,10.289,0.0,0.0,0.0,0.566305161,2.38441629175774e-07,3.86565544,-0.197835,6.39886,-0.327751,-0.526557,0.51,-0.369375,-0.469498,-0.414822,-0.25235,-0.218356,-0.528587,-0.647334,-0.295971,-0.278714,0.220435,-0.51575,-0.6561,-0.332473,-0.439804,-0.353844,0.374303,0.235195,-0.486572,0.214101,-0.368229,-0.62696,-0.518213,-0.360342,RAD52,most likely
205,26.34746,-0.2891,20.1442,46.3921,6.57012,22.6346,0.76009538,0.0,0.0,0.152543604,0.0038929915611189,8.75669984,0.183828,8.54443,-2.601938,0.289055,-0.05,0.565972,-0.26222,0.248785,-0.28594,0.42958,-0.355014,-1.08962,-0.305724,0.389674,-0.536085,0.509495,0.622066,0.107036,-1.171325,0.353902,-0.405397,-5.428229,0.225435,0.254778,-0.158414,-0.540951,-0.389895,0.358547,RAMP2,possible
322,1105.62229,-0.2548,1.54295,159.912,1.75494,1.81733,0.0,0.0,0.0,0.139342904,8.40651968753382e-07,1.99980452,0.58673,10.822,-1.428249,1.098544,,0.647705,0.878111,0.720166,0.493803,0.435919,0.740071,-2.528674,0.425267,0.630708,0.729081,-1.624193,0.873543,0.612845,-0.623498,-6.643856,1.26284,0.439869,-4.463645,0.880662,-0.718045,0.414688,1.684484,-0.600408,RARRES1,probable
588,64.21028,0.4011,32.9594,0.427443,0.00799526,0.383136,0.0,0.0,0.0,0.748086929,0.935961018293749,2.80908984,-0.94061,,1.625181,-0.741051,-0.47,-0.762438,-0.206378,0.130377,-1.337055,-0.301175,1.033212,0.496957,-6.643856,-0.85649,-0.790156,-0.437508,0.321347,1.301092,,0.242345,0.09868,1.702632,-6.643856,4.066833,,,2.987444,-2.556574,RBFOX1,possible
39,8.76227,0.2862,0.0,0.0,0.0,0.915058,0.0,0.0,0.0,0.111908376,0.0068382990218572,0.0,0.472192,,,,-0.25,,,,,,,,,,,,,,,,,,,,,,,,RNASE12,least likely
18,37.62967,0.2414,,,,,,,,0.214144617,0.0293653123812636,,,6.09594,,,,,,,,,,,,,,,,,,,,,,,,,,,RP11-108K14.8,least likely
17,9663.74662,0.2315,2.22708,1.68853,0.266307,9.1775,,,,,,,0.948012,8.88912,0.913378,0.709423,,0.631888,1.979125,1.51973,1.810099,2.103584,0.789989,0.595531,1.864607,1.500769,1.921278,0.781762,0.358638,0.592727,0.993061,1.780671,0.491062,2.11639,0.970965,0.601032,1.181322,0.873428,1.197729,2.166777,RP11-156E8.1,least likely
377,585.87908,0.4066,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP11-160N1.10,least likely
492,24.8781,0.2664,0.222713,0.899082,2.8411,0.587745,,,,,,,1.061759,8.23975,,-1.115756,,0.926011,,,,,1.025522,-2.616874,,,,0.572175,,0.73692,0.606714,-6.643856,,,1.038853,-6.643856,0.786641,0.924294,,,RP11-676J12.7,least likely
465,2.26953,-0.2725,1.15745,0.133773,0.41997,2.65571,,,,,,,-0.391255,5.05716,1.039668,,,-0.49878,,,,,,0.446047,,2.108772,,0.448755,,1.475296,-0.718168,,,,,,,0.844392,-0.79932,,RP11-701P16.2,least likely
44,76.62647,0.3302,0.0,0.0,0.0,0.0,,,,,,,,10.8734,,,,,,,,,,,,,,,,,,,,,,,,,,,RP11-763F8.1,least likely
61,1450.14696,0.4213,100.741,74.6331,46.2098,60.5694,0.0,0.0,0.0,0.289121509,0.0108353564169536,10.515842,-0.056299,6.50294,-0.102467,0.209215,1.85,-0.100133,-0.358657,0.071972,0.079758,0.08883,-0.138215,-0.107482,0.192736,0.358936,-0.456331,-0.105082,-0.067513,-0.103238,0.110063,0.065129,0.090447,-0.352443,-0.090102,0.489597,-0.146828,-0.226711,0.354873,0.07721,RTN4,possible
241,699.03034,0.3148,1.2966,5.72878,3.33028,19.749,0.0,0.0,0.0,0.146139458,2.31956261529551e-07,,0.087627,8.93958,0.165742,-0.73344,1.44,-0.568951,0.686599,-0.3168,0.223015,1.063056,0.17203,0.303778,0.926325,0.91476,-0.220814,0.329758,0.505704,-0.101303,-0.115311,0.630477,0.577444,-0.358299,-0.182264,0.212888,-0.210016,-0.408375,-0.354974,-0.42013,SAPCD1,possible
49,564.91468,-0.1342,13.2746,20.3619,15.7335,28.6382,0.0,0.0,0.615881762,0.402789861,5.30599942085599e-05,1.47083869,-0.081781,6.8034,-0.115658,-0.369208,-0.71,-0.250961,0.52036,0.061828,-0.642561,0.532692,-0.221796,-0.346883,0.48571,-0.150827,0.433574,-0.325355,-0.053616,-0.221133,-0.250331,-0.440548,-0.811832,0.676051,-0.180262,-0.23264,-0.249787,-0.350467,-0.250019,0.423209,SARS2,possible
180,987.04507,0.2271,3.55283,12.0732,3.70345,11.164,0.0,0.0,0.0,0.426189721,0.380054089955573,2.97179723,-0.062645,7.71482,-0.373129,-0.21713,-2.0,0.294076,-0.153314,-0.118852,0.950515,0.118016,0.094836,-0.225508,-0.34195,0.228138,0.247412,0.186794,0.13533,0.032254,0.211459,0.413461,-0.923714,-1.837404,0.259129,0.292257,0.140692,0.251454,-0.139643,0.528649,SBF2,probable
320,1695.64989,-0.2424,0.0,0.0,0.0,0.458663,0.468244205,0.0,0.0,0.519814193,6.14214934293813e-26,3.97098282,0.775995,7.09937,,,-1.32,,,,,,,,,,,,,,,,,,,,,,,,SCN10A,probable
208,693.6775,-0.2077,0.00982898,0.0900213,0.0255395,0.357389,0.0,0.0,0.0,0.778094649,0.999999992314383,10.68395422,-0.290894,4.5604,1.057115,-2.841878,-1.99,0.912685,0.159534,-0.17247,-0.216401,-0.070924,-0.53641,0.881104,0.096762,-0.949463,0.377492,0.681511,0.107842,-0.45877,0.449822,0.40536,0.235775,-0.365158,0.802411,1.008995,-0.660204,-1.813246,0.801746,0.711337,SCN2A,probable
280,233.51927,0.211,15.2319,1.63198,0.301743,1.11228,0.540926836,0.0,0.0,0.667762339,0.0023391004236315,6.69970933,0.178783,,0.855876,-1.347733,-0.27,1.028982,-0.146944,0.675051,0.340568,-0.382452,0.275704,-0.510465,-0.502352,0.46328,-1.227865,0.205697,1.082803,0.126987,0.220822,0.331182,-0.440062,-1.946273,-0.286582,-1.393254,-0.574235,-0.380054,0.737237,0.916598,SGCD,possible
46,1095.64678,-0.2456,7.00801,8.37809,7.91462,17.102,0.0,0.0,0.957427108,0.55241257,0.0059221895613813,1.96798985,-0.176375,8.0315,-0.813185,-0.097907,,-0.142553,0.299749,0.102967,-1.208483,-2.287446,0.138314,-0.312647,-1.706753,1.15464,0.394247,0.074653,0.082907,0.201665,-0.380701,0.672654,0.195196,0.912041,0.292614,0.76363,-0.681474,-0.282152,0.665363,0.182304,SH2B3,probable
8,235.27173,-0.1763,0.336238,0.23137,11.5862,12.3003,0.0,0.0,0.0,0.123297259,0.0001888423874497,1.97755717,-0.479492,6.87733,-0.501529,1.238244,0.13,-6.643856,-0.292487,-0.633348,-6.643856,-0.545798,1.304366,0.682309,0.270876,-6.643856,-0.32892,-0.299985,0.423663,0.466331,0.690733,-1.624881,0.448348,0.50431,1.224388,0.445454,0.675084,0.293356,1.629966,-0.335292,SHBG,most likely
1,986.92433,0.5332,9.40372,32.6808,181.103,25.5073,0.0,0.0,0.0,0.770912826,1.86116477095909e-07,2.97639148,-0.155076,8.35882,0.411157,0.361494,0.22,0.391748,0.340549,0.327357,-0.260935,0.224818,0.306909,0.481725,0.283163,0.41945,0.373332,0.532648,-0.316318,0.328898,0.300631,1.103031,-0.332561,1.148967,0.393871,0.47729,0.277102,0.432528,0.608547,0.243526,SHMT1,probable
81,1292.6128,0.2211,0.972744,1.7701,0.745953,0.553005,0.0,0.0,0.0,0.704433322,0.993830465042737,2.8304118,2.897399,11.7362,3.87599,2.584827,-0.26,3.735579,3.388707,1.281653,3.312715,3.253547,-3.244911,3.986849,-6.643856,3.309828,2.021782,3.163717,-6.643856,3.186712,3.74593,3.401866,-6.643856,4.079688,2.716147,-6.643856,3.972684,3.615646,3.540304,3.5983,SIK1,probable
26,43.02086,0.7476,19.6023,14.9767,16.5816,8.05378,0.0,0.0,0.0,0.809006751,0.99983680888605,2.8304118,-0.125076,8.62799,0.661957,0.618839,-0.42,-0.432691,-0.564193,0.191069,1.369206,0.2884,0.392951,0.109498,0.10912,-0.231791,-0.474556,-0.123806,0.389892,-0.051981,-0.072453,-0.636481,0.47571,0.566067,-0.120394,-0.18032,0.854359,-0.225065,0.086726,-0.105741,SIK2,probable
215,,0.351,14.0345,13.2299,8.82313,49.9014,0.0,0.0,0.0,0.72829324,0.999882540750175,0.0,0.099188,7.56499,0.361596,0.892605,-0.99,0.721437,-0.234277,0.295614,-0.136955,-0.216433,0.128495,0.128323,0.238291,0.116328,0.204244,0.097635,-0.104645,-0.042241,-0.171158,-0.118862,0.159167,-0.086249,0.257591,0.379167,-0.102201,-0.077195,0.183368,0.109117,SIK3,probable
